38,60 Seconds! Atomic Adventure, 좋습니다
39,60 Seconds! Atomic Adventure, 굿굿
40,60 Seconds! Atomic Adventure, 다 좋아요! 별점 5배
41,60 Seconds! Atomic Adventure, 환불 부탁해요
42,60 Seconds! Atomic Adventure, 꿀 잼 최고의 게임
43,60 Seconds! Atomic Adventure, 재미있어요^^
44,60 Seconds! Atomic Adventure, 좋아요
45,60 Seconds! Atomic Adventure, 정말 재밌는 갓 게임이네요. 조작키도 자꾸 쓰니까 손에 익어서 재밌네요. 업데이트만 열심히 해주시면 pc 만큼 재밌을 것 같네요. 아 그리고 빠꼼이님 한글화가 안됐다고 했는데 설정에서 랭귀지(언어)에서 한국어로 바꾸시면 됩니다. 그럼 이만!
46,60 Seconds! Atomic Adventure, 틈틈이 하고 있는데 삶의 소중함을 느끼게 되네요. 물건 찾는 건 모바일로는 사실 거의 안되는 편이라 서바이벌만 하고 있습니다. 그래도 재미있어요. 유료 게임이지만 전혀 돈이 아깝진 않아요
47,60 Seconds! Atomic Adventure, 어렸을 때부터 계속 이 게임해 보고 싶어서 동영상은 한 10개 정도 봤었는데.. 이제야 해보네요. 근데 확실히 영상 많이 봐두니깐 6판만 했는데 군인 엔딩 2번이랑 쌍둥이 엔딩 1번 봄. 추가:고양이나 과학자 엔딩 같은 것 좀 업데이트해 주시면 좋겠어요
48,60 Seconds! Atomic Adventure, 아직 저에겐 조작 불편하지만 그건 제 손이 그 조작에 익숙해지면 더 게임이 재미겠다. 아직 저는 조작을 잘못해서 서바이벌로 했는데 한글 패치 덕분에 영어로 했을 때 10번 도전해서 1번 성공한 엔딩 한판만에 봤음. 한글 패치 감사드립니다.
49,60 Seconds! Atomic Adventure, 한국어 패치가 돼서 정말 자밌데 플레이해요! 5000원이 안아깝네요!ㅎㅎ
50,60 Seconds! Atomic Adventure, 더 한말이 없는 갓겜이다. 물론 단점이라고 하면 조작키 정도? 그걸 제외한 모든 것이 완벽하다.
51,60 Seconds! Atomic Adventure, 컨트롤을 일부러 저렇게 만든 건지는 몰라도 일단은 게임 플레이하는 맛은 있어요. 초반에만 조작이 어려운데 본격 진행 방식은 다행히 안정적이에요.
52,60 Seconds! Atomic Adventure, 다 좋지만 테드를 움직이며 물건을 주울 때 너무 조작하기가 좀 힘드네요
53,60 Seconds! Atomic Adventure," 전에 재가 이 게임 꿈을 꿨는데 탐사를 나가서 핫케이크 믹스, 시럽 프라이팬, 그릴, 계란, 라이터를 가져와서 새로운 음식을 만드는 꿈이었어요!! 핫케이크 요리하는 이벤트를 추가해주세요!!"
54,60 Seconds! Atomic Adventure, 5점이 아까운 게임이지만 조작감 때문에 환불 부탁드립니다 한글화는 좋았지만 조금 지루한 느낌도 드네요ㅠ
55,60 Seconds! Atomic Adventure, 오 재미있어요 한글화도 설정으로 가능하군요 처음에는 한글화가 안된다고 해서 욕할뻔했었는데 뭐 일단 조작키도 괜찮고 재미있습니다 제작자분들 파이팅!!
56,60 Seconds! Atomic Adventure, 핵폭탄피하기가컴피터게이이라도학ㆍ싶엇는데피시판으로나오니저미잇어요
57,60 Seconds! Atomic Adventure, 링 갓 게임 솔직히 돈 낭비 안 됨 이거 10000 원해야 함
58,60 Seconds! Atomic Adventure, 정말로 꿀 잼 나이트 버인데 나 고독 누르면 그라고 샤~
59,60 Seconds! Atomic Adventure, 내가 원하던 게임이 아니네요 환불 부탁드려요
60,60 Seconds! Atomic Adventure, 초반 파밍 렉 없애고 엔딩만 여러 가지 추가된다면 모바일로도 충분히 pc로 플레이하는 느낌 날 것 같네요
61,60 Seconds! Atomic Adventure, 재밌긴 한데 고양이가 너무 안 나와요
62,60 Seconds! Atomic Adventure, 아니 이 작가님 저랑 장난하시나 너무 재미있으니까 책임지세요
63,60 Seconds! Atomic Adventure, 환불 못 해요? 지금 갑자기 사야 되는 게 생겨서.
64,60 Seconds! Atomic Adventure, 혹시 이 게임이 업데이트도 되나요!?
65,60 Seconds! Atomic Adventure, 움직이는 조작키가 좀 더 커졌으면 좋겠어요 그럼 진짜 완벽한 게임 같습니다!
66,60 Seconds! Atomic Adventure, 그냥 한마디 할게요 조작감이 많이 불편합니다!!!!!!!
67,60 Seconds! Atomic Adventure, 한글화도 되고 와이파이 없어도 데서 갓겜같내요
68,60 Seconds! Atomic Adventure, 나 왜 영어로 나와?
69,60 Seconds! Atomic Adventure, 여러분들!!! 거기 처음 화면에 그 도구들 있잖아요!! 거기서 가운데 있는 거 클릭하고!! 화살표 있는 거 누르면 언어가 바꿔 저요!!!
70,60 Seconds! Atomic Adventure, 컨트롤만 해주시면 풀 드릴깨요
71,60 Seconds! Atomic Adventure, 드디어 한국어가 나왔다!!!!!!
72,60 Seconds! Atomic Adventure, 정말 재밌네요
73,60 Seconds! Atomic Adventure, Please add another endings
74,60 Seconds! Atomic Adventure, 한글로 하니 좋네요^^ 이해가 바로바로 되어서 플레이하기 좋습니다
75,60 Seconds! Atomic Adventure, 겁나게 재미있어요
76,60 Seconds! Atomic Adventure, 한국어로 어떻게 하죠?
77,60 Seconds! Atomic Adventure, 갓겜이다 온가족이즐길수있는갓겜
78,60 Seconds! Atomic Adventure, 한국어를 추가해주셔서 감사합니다
79,60 Seconds! Atomic Adventure, 재미있긴 한데 환불 되나요? 제발요!
80,60 Seconds! Atomic Adventure, 너무 조아여
81,60 Seconds! Atomic Adventure, 갓 게임이다?!
82,60 Seconds! Atomic Adventure, Good
83,60 Seconds! Atomic Adventure, 환불 안 되나요..?
84,60 Seconds! Atomic Adventure, 재밌는 게임이네요
85,60 Seconds! Atomic Adventure, God-----Game
86,60 Seconds! Atomic Adventure, 게 좋음
87,60 Seconds! Atomic Adventure, 굳
88,60 Seconds! Atomic Adventure, Fun
89,60 Seconds! Atomic Adventure, 최고👍👍👍
90,60 Seconds! Atomic Adventure, 게임 완전 재미있네요! 이렇게 재미있는 게임 만들어 주셔서 감사해요! 원래 컴퓨터에만 있는 줄 알았는데..ㅎㅎ 진심 ㄱㅅ요!!
91,60 Seconds! Atomic Adventure,
92,60 Seconds! Atomic Adventure, 진짜 하고 싶었는데 폰 게임으로 나오네요 근데 처음에 파밍 할 때 컨트롤러가 좀...
93,60 Seconds! Atomic Adventure, 오래전 구매 후 방치했는데 한글 어화 덕분에 다시 합니다!!!
94,60 Seconds! Atomic Adventure, 한국어로 어떻게 바꾸나요 ㅠㅠ
95,60 Seconds! Atomic Adventure, 기악 겁나 꾸르잼!!
96,60 Seconds! Atomic Adventure, 모바일로 해봤더니 정말 좋아요!
97,60 Seconds! Atomic Adventure, 많은 것이 개선되었습니다 꾸준한 발전 부탁드립니다
98,60 Seconds! Atomic Adventure, 재미있는데 조자 감이 쓰레기
99,60 Seconds! Atomic Adventure, many different kinds of endings...
100,60 Seconds! Atomic Adventure, 정말 좋아요 한글 패치도 되고!
101,60 Seconds! Atomic Adventure, 환불 어떻게 해요?
102,60 Seconds! Atomic Adventure, 환불해주세요
103,60 Seconds! Atomic Adventure, 개꿀 잼
104,60 Seconds! Atomic Adventure, 개 꿀 잼
105,60 Seconds! Atomic Adventure, 갑자기 유료 순위에서 떡 상해 버렸다...
106,60 Seconds! Atomic Adventure," 굉장히 재미있는 게임이네요!! 초반 컨트롤이 좀 불편하다는 것만 빼면 아주 만족스러운 게임입니다. 한글화도 완벽히 되어있어서 산 것에 대해 후회되지 않고, 게임 플레이도 정말 재미있습니다."
107,60 Seconds! Atomic Adventure, 구성비 좋은 갓겜임은 분명하나 다 회차 멀티 엔딩 혹은 스토리를 바라시는 분에겐 비추천 합니다. 유튜브에 동영상이 많으니 찾아서 보시고 구매하시는 걸 추천드려요
108,60 Seconds! Atomic Adventure, 어드벤티지제 취향입니다. 다만 가격이 너무 낮은 것 같습니다. 한 8000원 정도는 해도 될 것 같고요 보안을 요구하는 사항은 요 죽더라도 식량이 부족할 때가 있으니 항상 밖으로 나갈 수 있게 해주세요 제가 하는 모드는 클래식 에서 두 번째 모드입니다.
109,60 Seconds! Atomic Adventure, 세세하게 사람들 의견도 반영해주시고 게임 사길 잘한 거 같습니다 조작법이 더 쉬워졌으나 조이스틱이 작아 조종하기가 조금 힘드네요 조이스틱 크기를 늘려주시면 고맙겠습니다!
110,60 Seconds! Atomic Adventure, 게임은 괜찮은데 초반 조작 개불 편해요 컨트롤러 말고 터치하는 식으로 움직일 수 있으면 좋았을 텐데요..
111,60 Seconds! Atomic Adventure, 아주 좋아요... 하지만.. 제 핸드폰이 문젠가요..? 60초 안에 여러 가지 식량이나 물건들을 가지고 옮겨야 할 때 렉이 너무 심하게 걸리는데 방법이 있을까요?
112,60 Seconds! Atomic Adventure," I think its fine to play, but its hard to understand the english notes.how can i have korean patched?"
113,60 Seconds! Atomic Adventure, 이거 영어라서 뭐라는지 모르겠어요 한글로 바꿔 주세요
114,60 Seconds! Atomic Adventure, 이거 환불해주실 수 있나요? ᅲᅲ 48시간 안 지났어요 ㅠㅠㅠㅠ
115,60 Seconds! Atomic Adventure, 조작을 조이스틱이 아닌 탭이 낫지 않을까 생각합니다. 조작 방법을 탭 해서 이동하는 형식으로 해주셨으면 합니다.
116,60 Seconds! Atomic Adventure, 장해물 좀 줄여 주었으면 좋겠네요😄
117,60 Seconds! Atomic Adventure, 한글 패치가 된 후부터 너무너무 재밌어요
118,60 Seconds! Atomic Adventure, 음.. 저한테는 딱 맞고 렉 별로 안 걸립니다.
119,60 Seconds! Atomic Adventure, 컨트롤만 고치면 될 거 같음
120,60 Seconds! Atomic Adventure, 내가 원하던 게임 드디어 나왔네요!
121,60 Seconds! Atomic Adventure, 한국어 나왔냐 바로 깐다
122,60 Seconds! Atomic Adventure, WOW! I love new control system! I ❤ it! Cheer up Robot Gentleman!
123,60 Seconds! Atomic Adventure, 조이스틱 크게 해주세요
124,60 Seconds! Atomic Adventure, 제 인생게임 중 하나~
125,60 Seconds! Atomic Adventure, 한글 패치 정말 안 할 거야?
126,60 Seconds! Atomic Adventure, 수집은 잘 모르겠고 서바이벌만 하는 중
127,60 Seconds! Atomic Adventure, GOOD!
128,60 Seconds! Atomic Adventure, 한국어 패치를 해줘서 고마워요
129,60 Seconds! Atomic Adventure," 수집할 때 컨트롤이 엉망이었는데 그걸 고치려고 업데이트한 건지, 업데이트하고 나서 게임 자체가 느려졌습니다. 차라리 예전이 다 나았습니다. 롤백부터 하던지 조치가 필요합니다"
130,60 Seconds! Atomic Adventure, 다 상관없는데 GALUXY A8(2018)에서 한국어로 설정하면 글자가 깨지는지 안 보입니다 어떻게 못하나요?
131,60 Seconds! Atomic Adventure, 생존게임 중에서 제일 재 및 어요
132,60 Seconds! Atomic Adventure, 업데이트 많이 해주세요 너무 재밌네요 ㅎㅎ
133,60 Seconds! Atomic Adventure, 감사합니다^^ 게임하려고 기다리고 있었습니다 정말로 감사합니다^^
134,60 Seconds! Atomic Adventure, 칸트롤뻬곤재밌음
135,60 Seconds! Atomic Adventure, 한글 어떻게 함
136,60 Seconds! Atomic Adventure, 컨트롤이 훨씬 편해져서 좋습니다! 브금 오류는 곧 수정해 주시겠죠:) 나중에 고양이나 다른 엔딩도 많이 추가되면 좋겠네요 재미있어요ㅎㅎ
137,60 Seconds! Atomic Adventure, 내 생일날 이런 멋진 업데이트가.. 당신 덕분에 행복하다. 고맙다. 이 게임 조작 이 어려워 생존 모드만 했지만 이제 종말 모드도 할 수 있다. 고맙다! 사랑한다! Robot Gentlemen !
138,60 Seconds! Atomic Adventure, Thank you for updating.
139,60 Seconds! Atomic Adventure, 컨트롤이 많이 개선됨
140,60 Seconds! Atomic Adventure, 다 좋은데 물건 모을 때 컨트롤이 어렵습니다 조금 더 간편하게 쉽게 해주세요 그리고 한국어 패치 좀 해주세요 영어여서 불편하네요 휴대폰으로 할 수 있어서 간편하지만 한국어로 패치해주시면 10 만정도 다운로드할 겁니다 너무 많은 걸 원했나요?ㅎㅎ 이 정도만 해주시면 좋을 거 같네요 ㅎㅎ 그리고 게임 대박 나세요 꼭 번창하실 겁니다. 컨트롤을 고치기 힘드시다면 아이템 줍는 시간을 늘려주세요 이 방법도 많이 괜찮을 거 같네요.
141,60 Seconds! Atomic Adventure, 이제 한글화가 되고 조작이 편해서 좋습니다 그리고 한글화하려면 설정에 영어라고 씌어 있어요 거기서 오른쪽 화살표 계속 하면 한글이라고 나와있음 그거 적용하면 됨
142,60 Seconds! Atomic Adventure, 이거 테드 컨트롤하는 게 너무 어렵고 영어라서 어려움을 겪어요 고쳐주세요 정말 감사합니다. 위의 문제를 고쳐주셔서 별 5개 드림
143,60 Seconds! Atomic Adventure, 조작법도 몇 달 정도면 익숙해집니다. 한글화에 감사드립니다. 앞으로 더 많은 발전이 있기를!
144,60 Seconds! Atomic Adventure, 60초 한글화 기념 별 5개 주고 갑니다. 초반 테드 컨트롤 문제만 해결하면 완벽하겠네요. Thanks for translation into korean. but it's still too hard to control Ted.
145,60 Seconds! Atomic Adventure, 유행을 한지 한참 지나서 한글화라니... 개인적으로 아쉽습니다. 그러나 개선이 되었으니 별점 5점 남깁니다.
146,60 Seconds! Atomic Adventure, 번역이 한국어 엿 다다 맘대로 영어가 되고 글 중간 에 난데없이 다른 언어 나와-1 조작 불편해-1
147,60 Seconds! Atomic Adventure, 감사합니한국어패치를 잘 해주셔서 재미있게 플레이하고 있습니다! 앞으로도 좋은 발전 부탁드립니다!
148,60 Seconds! Atomic Adventure, 한글화가 되어서 너무나도 좋습니다! 안 그래도 재밌는 게임이 더 재미있어졌군요!
149,60 Seconds! Atomic Adventure, 한글 되니까 너무 좋다 설정에서 하면되냌ㅋㅋ
150,60 Seconds! Atomic Adventure, 이것 좀 환불해 주세요 정말 죄송해요 ㅜㅜ
151,60 Seconds! Atomic Adventure, 정말 재밌있구 돈을 주고 살만한 게임 같습니다 PC판처럼 엔딩도 다양하게 늘었으면 좋겠습니다 여러 이벤트들도 추가해주시면 더 감사할 따름이고요!!
152,60 Seconds! Atomic Adventure, 컨트롤러가 이상해서 서바이벌만 하는데 한글 패치 잘한 것 같네요^^ 잘 즐기고 있습니다 감사합니다.
153,60 Seconds! Atomic Adventure," 이거 고양이, 요원, 과학자 이런 건 추가 안됐나요? 왜 이벤트가 안 나오죠? 맨날 군인이랑 쌍둥이만 나오는데?"
154,60 Seconds! Atomic Adventure, 옹 세일할 때 사고 한글 패치 할 때까지 안 깔고 내버려 뒀는데 이제야 된 걸 확인하네요
155,60 Seconds! Atomic Adventure, 한글 패치 감사합니다.. 하지만 조작이 쉽게 좀 해주세요
156,60 Seconds! Atomic Adventure, 아주 재미있네요 다음 업데이트 기대하겠습니다 ^^
157,60 Seconds! Atomic Adventure, Thx 한국어가 아니어서 잠시 삭제해두고 있었는데 감사해요!
158,60 Seconds! Atomic Adventure, 이번 업데이트됐을 때 한국어 추가돼서 정말 좋았습니다 앞으로도 많이 업데이트해주세요♡
159,60 Seconds! Atomic Adventure, 조작을 님들이 못하는 거임 이 게임 조작 쉬움
160,60 Seconds! Atomic Adventure, 영어라서 몰랐는데 한국어라 좋네요 ㅎ
161,60 Seconds! Atomic Adventure, 감사합니다~~!!
162,60 Seconds! Atomic Adventure, 한글 어느 게 해요
163,60 Seconds! Atomic Adventure, 꿀 꿀 잼!
164,60 Seconds! Atomic Adventure, 한글화 ㄱㅅ
165,60 Seconds! Atomic Adventure, good!!
166,60 Seconds! Atomic Adventure, good!
167,60 Seconds! Atomic Adventure, 한국어 패치 해주시니 정말 좋네요
168,60 Seconds! Atomic Adventure, 한글 패치 감사합니다 갓 게임입니다^ω^b
169,60 Seconds! Atomic Adventure, 한글
170,60 Seconds! Atomic Adventure, 한국어 패치 사랑합니다
171,60 Seconds! Atomic Adventure, 한글화 좋아요:)
172,60 Seconds! Atomic Adventure, 한국어 안되는데요....
173,60 Seconds! Atomic Adventure, 한글 패치 해주셔서 감사합니다. 👍
174,60 Seconds! Atomic Adventure, 좋아요 힣
175,60 Seconds! Atomic Adventure, 모든 게 최고입니다. 별점이 낮은 이유는 망할 한국인들 새끼들이 빼애 애에 액 영어 어려워!!! 이러는 건데 애초에 외국 게임인데 한국어 패치가 되었겠냐? 영어 좀만 잘하면 번역 가능한데 그냥 별점 테러하고 환불 좀 이러고 있네.
176,60 Seconds! Atomic Adventure, This game is best of all of game. But .. I want to play this game-korean version 그러니까 환불 좀..
177,60 Seconds! Atomic Adventure, 유튜브에 올리기 딱인데 영어이기 때문에 좀 힘드네요ᅲᅲ
178,60 Seconds! Atomic Adventure," 집에 컴퓨터가 없는 사람을 위해 모바일로 만들어진 거 좋고, 재미있지만 움직이는 컬트 롤이 쉽게 바뀌었으면 좋겠고, 한글 번역으로 해주시면 감사하겠습니다"
179,60 Seconds! Atomic Adventure, 한국어가 나오면 스토어 1위 게임 될 가능성이 높습니다 한국어가 아니라서 하는 사람도 별로 없는 것 같네요 한국어만 추가되면 더 바랄게 없을 것 같습니다 꼭 한국어 추가해 주세요!!
180,60 Seconds! Atomic Adventure, 한글화 작업 좀 부탁드려요 아이들이 어려워합니다 ㅋ
181,60 Seconds! Atomic Adventure," Please. Also, Iwould appreciate it if you couldimprove my entry because l am tooyoung to operate with the controller."
182,60 Seconds! Atomic Adventure, 한글 패치 좀 하면 갓겜
183,60 Seconds! Atomic Adventure, 한글 패치만 되면 좋을 듯
184,60 Seconds! Atomic Adventure, 한국어로 좀 해주세요
185,60 Seconds! Atomic Adventure, 다 좋은데 한글 패치 좀 해주세요
186,60 Seconds! Atomic Adventure, 한글 패치와 조작점 편하게 해주세요 게임은 재미있습니다^^
187,60 Seconds! Atomic Adventure, 한국어로 패치 해주세요.
188,60 Seconds! Atomic Adventure, 굿 재미있어요
189,60 Seconds! Atomic Adventure, 다른 건 다 ㄱㅊ은데 한글 패치만 해주세요
190,60 Seconds! Atomic Adventure, 정말 재밌어요 그리고 한 패치해 수세요.... ㅠㅠ...
191,60 Seconds! Atomic Adventure, 졸라 게 꿀 잼 게임입니다 감사합니다
192,60 Seconds! Atomic Adventure, 한글 패치 감사합니다
193,60 Seconds! Atomic Adventure, 이거 한국말 변경 못하나요?
194,60 Seconds! Atomic Adventure, 갓겜
195,60 Seconds! Atomic Adventure, 제가 리뷰를 잘 안다는데 글 한 번 남겨봅니다 전체적인 그래픽 게임 분위기 BGM 다 좋아요 그런데 조작과 한글 패치가 적용 안 돼있어 좀 불편했네요 빨리 한글 패치 적용되면 만점입니다
196,60 Seconds! Atomic Adventure, 와 pc에 소만 가능한 1만 원짜리 갓겜이 5천 원으로 나오네요 졸라 꿀 잼입니다
197,60 Seconds! Atomic Adventure, 와 개 꿀 잼 영어 할 줄도 모르는데 엔딩 2개나 봤음 종말로 와..
198,60 Seconds! Atomic Adventure, 종말 모드 할 때 템 파밍 할 때 컨트롤 좀 확인하고 수정해주고요 한국 패치만 되면 많은 유저들이 좋아할 거 같네요~
199,60 Seconds! Atomic Adventure, 너무 조작이 어렵고 한번 화불했는데 친구 가해 보고 싶다고 깔았어요 근대 또 환불이 안 되는 것 같아서 환불받고 싶어요
200,60 Seconds! Atomic Adventure, 다 좋은데 한글 패치 좀 해주세요 그럼 별 50000개도 줄 수 있어요 부탁드려요!
201,60 Seconds! Atomic Adventure, 조작법하고 캐릭터가 중간에 끼여서 문제가 있습니다 고쳐주시면 감사
202,60 Seconds! Atomic Adventure, 이거 들어갔는데 죽는 건 뭐죠? 복구 좀ㅠ그리고 한글판 좀!! 안 그러면 별일에 한 불 함
203,60 Seconds! Atomic Adventure, 엄청 좋은 갓 게임이에요 근데 물건 가져갈 때 이게 잘 안 움직여져요 구리고 한글 패치 좀 해주세요 이거 해주면 진짜 갓갓갓갓겜이다
204,60 Seconds! Atomic Adventure, Please put korean into the game T-T
205,60 Seconds! Atomic Adventure, 한글 일로만 된다면 소원이 없게 사 옴니다~
206,60 Seconds! Atomic Adventure, 한국어만 있으면 GOOD!
207,60 Seconds! Atomic Adventure," Please make note, five Korean interpretation stars Cap! ~ ♥ ♥ ♥ 한국어 해석도 만들어 드리면 별 5개 드려도 모자를 거예요~♥ ♥ ♥"
208,60 Seconds! Atomic Adventure," 안녕하세요 돈 내고 하는 플레이어입니다 제발 한국어도 나오게 해주세요 Hello, I'm a money-loving player."
209,60 Seconds! Atomic Adventure," Pls we need korean alphabet... If it is not possible, refund I demand a refund"
210,60 Seconds! Atomic Adventure, 꿀 재인데 영어울렁증 아케 내 눈
211,60 Seconds! Atomic Adventure, 한글화 부탁드립니다ㅜㅜ
212,60 Seconds! Atomic Adventure, 한글 패치도 해주세요ㅠ
213,60 Seconds! Atomic Adventure, 한글 패치가 시급합니다
214,60 Seconds! Atomic Adventure, 그래픽이나 그런 등등 같은 것은 pc 거의 뺨친다고 느끼는데 조작이 너무 다른 게임과는 다르게 움직이면 시선도 바뀌어서 좀 힘듭니다 또한 다른 나라 언어는 있는데 우리 자랑스러운 한국 사람에 고유에 말이 없는 것이 아쉽다고 생각합니다 모든 것은 제 생각이기 때문에 전체적으로 생각하지 않았습니다 태클 걸지 말아 주세요
215,60 Seconds! Atomic Adventure, This game is very good game but not have korean word please make korean words
216,60 Seconds! Atomic Adventure, I want to support Korean
217,60 Seconds! Atomic Adventure, This game is very good but please make korean
218,60 Seconds! Atomic Adventure, 한글화 좀 ㅠ
219,60 Seconds! Atomic Adventure, 한글판 좀 해주세요
220,60 Seconds! Atomic Adventure, I want to korean language. please fast fast!!!!
221,60 Seconds! Atomic Adventure, 초등학생들아 한국어 패치 해달라 할 거면 영어로 해야지 한국어로 해서 되냐??
222,60 Seconds! Atomic Adventure," Patch to meet you, Korean."
223,60 Seconds! Atomic Adventure, 한국어 번역 좀
224,60 Seconds! Atomic Adventure, 한글 패치 좀
225,60 Seconds! Atomic Adventure, 컴퓨터로 밖에 못 하는 줄 알았는데 감사요
226,60 Seconds! Atomic Adventure, It's so funny
227,60 Seconds! Atomic Adventure, 한글 패치 개꿀
228,60 Seconds! Atomic Adventure," 한글 패치,!!!!!!!!!!!!!!!!!!!!!"
229,60 Seconds! Atomic Adventure, 한글 패치
230,60 Seconds! Atomic Adventure, 제작자님 ㄹㅇ잘 만듦
231,60 Seconds! Atomic Adventure, 한글 번역만 해주면 완벽
232,60 Seconds! Atomic Adventure, 환불 안돼요?
233,60 Seconds! Atomic Adventure, 한글로 좀...
234,60 Seconds! Atomic Adventure, 안정 재미슨
235,60 Seconds! Atomic Adventure, 갓겜
236,60 Seconds! Atomic Adventure, I want you to translate Korean language.
237,60 Seconds! Atomic Adventure, 개꿀 잼 pc로 하던 게임을 모바일로 할 수 있다니 너무 좋음! 그리고 영웅님 네가 모르면 악플 달지 마세요 이게 얼마나 좋은 게임인데
